[5436, 5.8253484293315e-05]
[8669, 6.243479150587144e-05]
[8671, 6.243479150587144e-05]
[8674, 6.243479150587144e-05]
[10649, 6.243479567307611e-05]
[10675, 6.243479567307611e-05]
[10676, 6.243479567307611e-05]
[10677, 6.243479567307611e-05]
[10678, 6.243479567307611e-05]
[10679, 6.243479567307611e-05]
[9778, 6.243481573989731e-05]
[10388, 6.243481658586798e-05]
[10389, 6.243481658586798e-05]
[10169, 6.243495124398158e-05]
[10171, 6.243495124398158e-05]
[10866, 6.243502258694674e-05]
[10867, 6.243502258694674e-05]
[10868, 6.243502258694674e-05]
[9413, 6.243502402330871e-05]
[9425, 6.243502402330871e-05]
[9426, 6.243502402330871e-05]
[9427, 6.243502402330871e-05]
[9428, 6.243502402330871e-05]
[9827, 6.243504656376816e-05]
[10746, 6.243512632681954e-05]
[10747, 6.243512632681954e-05]
[9846, 6.243514241655348e-05]
[10026, 6.243514241655348e-05]
[10027, 6.243514241655348e-05]
[10029, 6.243514241655348e-05]
[10777, 6.243515499966178e-05]
[10778, 6.243515499966178e-05]
[10550, 6.243521390794569e-05]
[10552, 6.243521390794569e-05]
[10268, 6.243521578391139e-05]
[10269, 6.243521578391139e-05]
[10270, 6.243521578391139e-05]
[10842, 6.243525828292782e-05]
[10843, 6.243525828292782e-05]
[10481, 6.243535636865116e-05]
[7864, 6.243540449573669e-05]
[7865, 6.243540449573669e-05]
[7866, 6.243540449573669e-05]
[7867, 6.243540449573669e-05]
[10630, 6.243545658579884e-05]
[10631, 6.243545658579884e-05]
[10632, 6.243545658579884e-05]
[10634, 6.243545658579884e-05]
[10635, 6.243545658579884e-05]
[9857, 6.24354669213455e-05]
[10539, 6.24354669213455e-05]
[10540, 6.24354669213455e-05]
[10541, 6.24354669213455e-05]
[10542, 6.24354669213455e-05]
[10543, 6.24354669213455e-05]
[10544, 6.24354669213455e-05]
[10546, 6.24354669213455e-05]
[10585, 6.243557962661925e-05]
[10586, 6.243557962661925e-05]
[9475, 6.243570742106093e-05]
[10316, 6.243571799570293e-05]
[10317, 6.243571799570293e-05]
[10318, 6.243571799570293e-05]
[10319, 6.243571799570293e-05]
[9804, 6.243578218079514e-05]
[9805, 6.243578218079514e-05]
[10711, 6.24358343796545e-05]
[10712, 6.24358343796545e-05]
[10673, 6.243737590205777e-05]
[10625, 6.243739073030919e-05]
[10627, 6.243739073030919e-05]
[10024, 6.243740122211524e-05]
[10025, 6.243740122211524e-05]
[10557, 6.243781466240901e-05]
[9260, 6.24378244366406e-05]
[9261, 6.24378244366406e-05]
[9262, 6.24378244366406e-05]
[7799, 6.24378470455108e-05]
[10247, 6.243808062626288e-05]
[9866, 6.243823981277508e-05]
[10819, 6.243829300918075e-05]
[10820, 6.243829300918075e-05]
[10855, 6.243829300918075e-05]
[10856, 6.243829300918075e-05]
[8941, 6.243831096371082e-05]
[8944, 6.243831096371082e-05]
[8949, 6.243831096371082e-05]
[8952, 6.243831096371082e-05]
[8953, 6.243831096371082e-05]
[9703, 6.243831497346467e-05]
[9706, 6.243831497346467e-05]
[9917, 6.243834607202126e-05]
[10347, 6.243834938214786e-05]
[10589, 6.243848037317227e-05]
[10591, 6.243848037317227e-05]
[9564, 6.243859271944252e-05]
[10651, 6.243873865329002e-05]
[10652, 6.243873865329002e-05]
[10109, 6.243880255285902e-05]
[10110, 6.243880255285902e-05]
[9680, 6.243932796486817e-05]
[10723, 6.24395897575988e-05]
[10724, 6.24395897575988e-05]
[10725, 6.24395897575988e-05]
[9837, 6.243979087928779e-05]
[9839, 6.243979087928779e-05]
[9840, 6.243979087928779e-05]
[9841, 6.243979087928779e-05]
[10741, 6.243994816811763e-05]
[10742, 6.243994816811763e-05]
[10748, 6.243994816811763e-05]
[10749, 6.243994816811763e-05]
[10750, 6.243994816811763e-05]
[10266, 6.24403349503284e-05]
[10267, 6.24403349503284e-05]
[10480, 6.244068452167612e-05]
[10136, 6.244070797125846e-05]
[10137, 6.244070797125846e-05]
[10138, 6.244070797125846e-05]
[10835, 6.244123920894586e-05]
[10836, 6.244123920894586e-05]
[10837, 6.244123920894586e-05]
[9795, 6.244127733102461e-05]
[7149, 6.244138200538832e-05]
[7150, 6.244138200538832e-05]
[7153, 6.244138200538832e-05]
[10140, 6.244139139945197e-05]
[8479, 6.244217793960113e-05]
[8481, 6.244217793960113e-05]
[10396, 6.244246528050315e-05]
[9044, 6.244247819517674e-05]
[9047, 6.244247819517674e-05]
[9048, 6.244247819517674e-05]
[6486, 6.244306686899373e-05]
[6489, 6.244306686899373e-05]
[10157, 6.244320117275471e-05]
[10158, 6.244320117275471e-05]
[9388, 6.244333540604544e-05]
[9389, 6.244333540604544e-05]
[10577, 6.244371799485716e-05]
[10579, 6.244371799485716e-05]
[10580, 6.244371799485716e-05]
[10468, 6.244384718917633e-05]
[10469, 6.244384718917633e-05]
[10470, 6.244384718917633e-05]
[10471, 6.244384718917633e-05]
[10472, 6.244384718917633e-05]
[10473, 6.244384718917633e-05]
[10474, 6.244384718917633e-05]
[10475, 6.244384718917633e-05]
[10871, 6.24449688413182e-05]
[10872, 6.24449688413182e-05]
[9497, 6.24450003380989e-05]
[9498, 6.24450003380989e-05]
[10515, 6.244525600509501e-05]
[10516, 6.244525600509501e-05]
[10517, 6.244525600509501e-05]
[8959, 6.244542934649364e-05]
[1120, 6.244548842208907e-05]
[1124, 6.244548842208907e-05]
[1131, 6.244548842208907e-05]
[1139, 6.244548842208907e-05]
[9896, 6.244561706498089e-05]
[9897, 6.244561706498089e-05]
[10411, 6.244600141294775e-05]
[10412, 6.244600141294775e-05]
[9025, 6.244685343559419e-05]
[9026, 6.244685343559419e-05]
[10119, 6.244686689872448e-05]
[10200, 6.244698561867602e-05]
[10201, 6.244698561867602e-05]
[10206, 6.244698561867602e-05]
[10208, 6.244698561867602e-05]
[10209, 6.244698561867602e-05]
[9540, 6.244778793230434e-05]
[9541, 6.244778793230434e-05]
[9542, 6.244778793230434e-05]
[10686, 6.244844041802708e-05]
[10687, 6.244844041802708e-05]
[10688, 6.244844041802708e-05]
[10689, 6.244844041802708e-05]
[10690, 6.244844041802708e-05]
[8016, 6.244897549764972e-05]
[1653, 6.245037268456669e-05]
[7539, 6.245100563905964e-05]
[7540, 6.245100563905964e-05]
[8712, 6.245112383012975e-05]
[2243, 6.245240508685735e-05]
[8477, 6.245319944628599e-05]
[8478, 6.245319944628599e-05]
[7073, 6.245329462543923e-05]
[7074, 6.245329462543923e-05]
[7077, 6.245329462543923e-05]
[9465, 6.245533098777416e-05]
[8130, 6.245542005817884e-05]
[10258, 6.245570350995617e-05]
[9182, 6.245883144207215e-05]
[9183, 6.245883144207215e-05]
[9184, 6.245883144207215e-05]
[9185, 6.245883144207215e-05]
[7425, 6.245887518545304e-05]
[7427, 6.245887518545304e-05]
[10232, 6.245982899940053e-05]
[10166, 6.245998911215048e-05]
[10167, 6.245998911215048e-05]
[7982, 6.246400789908681e-05]
[10002, 6.246670441046711e-05]
[10003, 6.246670441046711e-05]
[10628, 6.246770944806953e-05]
[9347, 6.246770985283572e-05]
[10565, 6.246789480122073e-05]
[10568, 6.246789480122073e-05]
[10569, 6.246789480122073e-05]
[8800, 6.246797933434037e-05]
[8801, 6.246797933434037e-05]
[8802, 6.246797933434037e-05]
[9834, 6.246802594880029e-05]
[5737, 6.246822652461168e-05]
[9998, 6.24698214383803e-05]
[9850, 6.246984985885752e-05]
[9852, 6.246984985885752e-05]
[10306, 6.247009357543718e-05]
[10307, 6.247009357543718e-05]
[10782, 6.2470290645094e-05]
[10783, 6.2470290645094e-05]
[10784, 6.2470290645094e-05]
[9365, 6.247065030179024e-05]
[9958, 6.247112746737675e-05]
[10482, 6.247319395246083e-05]
[10483, 6.247319395246083e-05]
[10484, 6.247319395246083e-05]
[10485, 6.247319395246083e-05]
[10486, 6.247319395246083e-05]
[8718, 6.247331613037544e-05]
[8719, 6.247331613037544e-05]
[9127, 6.247344677932905e-05]
[10367, 6.247355599943604e-05]
[6359, 6.247359874121406e-05]
[6360, 6.247359874121406e-05]
[6361, 6.247359874121406e-05]
[9190, 6.247491045478361e-05]
[8891, 6.247527517097757e-05]
[8893, 6.247527517097757e-05]
[8328, 6.247530084835387e-05]
[8329, 6.247530084835387e-05]
[9372, 6.247588275118748e-05]
[10097, 6.24765185006356e-05]
[10098, 6.24765185006356e-05]
[10099, 6.24765185006356e-05]
[10100, 6.24765185006356e-05]
[10101, 6.24765185006356e-05]
[10102, 6.24765185006356e-05]
[10103, 6.24765185006356e-05]
[4210, 6.247686351530486e-05]
[4211, 6.247686351530486e-05]
[4214, 6.247686351530486e-05]
[10459, 6.247688938761816e-05]
[9608, 6.247850833202264e-05]
[10802, 6.247913899845562e-05]
[10774, 6.247917073840742e-05]
[10535, 6.2479173287105e-05]
[10792, 6.2479173287105e-05]
[10793, 6.2479173287105e-05]
[10794, 6.2479173287105e-05]
[10795, 6.2479173287105e-05]
[10796, 6.2479173287105e-05]
[10797, 6.2479173287105e-05]
[10798, 6.2479173287105e-05]
[8256, 6.247939771875221e-05]
[8257, 6.247939771875221e-05]
[8258, 6.247939771875221e-05]
[10614, 6.247940970157209e-05]
[10615, 6.247940970157209e-05]
[10616, 6.247940970157209e-05]
[9379, 6.247944784068131e-05]
[9380, 6.247944784068131e-05]
[9674, 6.247983657260779e-05]
[10235, 6.247987794919775e-05]
[10236, 6.247987794919775e-05]
[10237, 6.247987794919775e-05]
[10238, 6.247987794919775e-05]
[10239, 6.247987794919775e-05]
[10241, 6.247987794919775e-05]
[4464, 6.248012796345123e-05]
[10095, 6.248036852323101e-05]
[10520, 6.248151533699726e-05]
[10521, 6.248151533699726e-05]
[9240, 6.24825150489462e-05]
[9241, 6.24825150489462e-05]
[9242, 6.24825150489462e-05]
[9243, 6.24825150489462e-05]
[9244, 6.24825150489462e-05]
[10433, 6.248270360607671e-05]
[9129, 6.248291966543657e-05]
[8380, 6.24832249361196e-05]
[8382, 6.24832249361196e-05]
[9785, 6.248358160010886e-05]
[8969, 6.248362118623409e-05]
[8970, 6.248362118623409e-05]
[8971, 6.248362118623409e-05]
[10384, 6.248397095685343e-05]
[10086, 6.248458479875298e-05]
[10087, 6.248458479875298e-05]
[10088, 6.248458479875298e-05]
[10089, 6.248458479875298e-05]
[10598, 6.248474383848936e-05]
[9919, 6.248554258310229e-05]
[9920, 6.248554258310229e-05]
[9921, 6.248554258310229e-05]
[9922, 6.248554258310229e-05]
[10222, 6.248554258310229e-05]
[8626, 6.248602926175637e-05]
[8627, 6.248602926175637e-05]
[8302, 6.248616755918865e-05]
[10581, 6.248776547826163e-05]
[10582, 6.248776547826163e-05]
[8829, 6.248974158585326e-05]
[7332, 6.249025869421495e-05]
[8817, 6.249077046938424e-05]
[8822, 6.249117741276159e-05]
[9574, 6.249149712795421e-05]
[9575, 6.249149712795421e-05]
[9576, 6.249149712795421e-05]
[9335, 6.249211023320228e-05]
[9336, 6.249211023320228e-05]
[8734, 6.249332979430951e-05]
[6109, 6.249385440268405e-05]
[6110, 6.249385440268405e-05]
[9611, 6.24950095141454e-05]
[7881, 6.249501336432052e-05]
[6975, 6.249538264225905e-05]
[10709, 6.249538264225905e-05]
[10710, 6.249538264225905e-05]
[8440, 6.249540717749546e-05]
[8785, 6.249543278046507e-05]
[9903, 6.249603450572257e-05]
[9904, 6.249603450572257e-05]
[8352, 6.24961388837137e-05]
[10789, 6.2496152900516e-05]
[10791, 6.2496152900516e-05]
[3244, 6.249669308899271e-05]
[3259, 6.249669308899271e-05]
[9589, 6.24978966631967e-05]
[9590, 6.24978966631967e-05]
[10714, 6.249875495502156e-05]
[10645, 6.24993599089904e-05]
[10646, 6.24993599089904e-05]
[10720, 6.249986277382752e-05]
[10721, 6.249986277382752e-05]
[10729, 6.249986277382752e-05]
[10730, 6.249986277382752e-05]
[8101, 6.250092741894438e-05]
[9591, 6.250238432425105e-05]
[10335, 6.25025328288174e-05]
[10336, 6.25025328288174e-05]
[7057, 6.250280443906238e-05]
[7059, 6.250280443906238e-05]
[8923, 6.250346850366492e-05]
[9245, 6.250462155404271e-05]
[9246, 6.250462155404271e-05]
[10134, 6.250469755147387e-05]
[10135, 6.250469755147387e-05]
[4314, 6.250550404284342e-05]
[6490, 6.250598628705815e-05]
[6492, 6.250598628705815e-05]
[8494, 6.250604379635187e-05]
[8496, 6.250604379635187e-05]
[9394, 6.250622839535927e-05]
[10178, 6.25072040994591e-05]
[10180, 6.25072040994591e-05]
[7368, 6.250745920860493e-05]
[9407, 6.250751277674137e-05]
[9221, 6.250780959921451e-05]
[10064, 6.25081220002239e-05]
[10065, 6.25081220002239e-05]
[10392, 6.250906719330773e-05]
[7191, 6.250921223527973e-05]
[9959, 6.250936031313502e-05]
[9272, 6.251056857524501e-05]
[8132, 6.251325886421705e-05]
[5734, 6.251406883161535e-05]
[10702, 6.251497275470969e-05]
[10150, 6.251526320026897e-05]
[10151, 6.251526320026897e-05]
[10152, 6.251526320026897e-05]
[6155, 6.251534024185457e-05]
[6156, 6.251534024185457e-05]
[6157, 6.251534024185457e-05]
[6158, 6.251534024185457e-05]
[6159, 6.251534024185457e-05]
[10786, 6.251593617618782e-05]
[10825, 6.251600078417243e-05]
[10826, 6.251600078417243e-05]
[10827, 6.251600078417243e-05]
[10828, 6.251600078417243e-05]
[10829, 6.251600078417243e-05]
[10830, 6.251600078417243e-05]
[10831, 6.251600078417243e-05]
[9520, 6.25164773101538e-05]
[9522, 6.25164773101538e-05]
[5314, 6.25177857397182e-05]
[9966, 6.251790316549934e-05]
[8418, 6.2518869307621e-05]
[8419, 6.2518869307621e-05]
[8421, 6.2518869307621e-05]
[8321, 6.252148306050005e-05]
[8322, 6.252148306050005e-05]
[5929, 6.252276070933712e-05]
[5555, 6.252313781552395e-05]
[9870, 6.252406636977396e-05]
[7645, 6.25248942316295e-05]
[8295, 6.25256327335297e-05]
[7377, 6.252662239893203e-05]
[7378, 6.252662239893203e-05]
[7582, 6.252677839192411e-05]
[7583, 6.252677839192411e-05]
[7558, 6.252773491737928e-05]
[7561, 6.252773491737928e-05]
[7562, 6.252773491737928e-05]
[9798, 6.252979140968565e-05]
[8792, 6.253021343017597e-05]
[9782, 6.253066916877824e-05]
[10326, 6.253132667865585e-05]
[8445, 6.253148811199108e-05]
[8446, 6.253148811199108e-05]
[8447, 6.253148811199108e-05]
[8448, 6.253148811199108e-05]
[8449, 6.253148811199108e-05]
[8450, 6.253148811199108e-05]
[8451, 6.253148811199108e-05]
[6955, 6.253292247057987e-05]
[6956, 6.253292247057987e-05]
[8508, 6.253315279645185e-05]
[8509, 6.253315279645185e-05]
[8510, 6.253315279645185e-05]
[8836, 6.2533222691754e-05]
[8837, 6.2533222691754e-05]
[8841, 6.2533222691754e-05]
[10175, 6.253444335614053e-05]
[10176, 6.253444335614053e-05]
[10832, 6.253498926420684e-05]
[10833, 6.253498926420684e-05]
[10042, 6.253511698350147e-05]
[10043, 6.253511698350147e-05]
[10044, 6.253511698350147e-05]
[9502, 6.25360441234352e-05]
[7466, 6.253706209455835e-05]
[10684, 6.253772904391897e-05]
[10685, 6.253772904391897e-05]
[4372, 6.253884653460823e-05]
[4373, 6.253884653460823e-05]
[9898, 6.253904127482483e-05]
[9899, 6.253904127482483e-05]
[7226, 6.253940666863283e-05]
[10000, 6.254052533180115e-05]
[10001, 6.254052533180115e-05]
[7443, 6.254129048872136e-05]
[8889, 6.254220324799353e-05]
[8896, 6.254220324799353e-05]
[9763, 6.25432966785644e-05]
[9764, 6.25432966785644e-05]
[9765, 6.25432966785644e-05]
[10123, 6.254491028538677e-05]
[10125, 6.254491028538677e-05]
[9988, 6.254552531724201e-05]
[10506, 6.25469856080773e-05]
[10508, 6.25469856080773e-05]
[10509, 6.25469856080773e-05]
[8377, 6.254699416678003e-05]
[8378, 6.254699416678003e-05]
[6481, 6.254857935786017e-05]
[10385, 6.254860053709335e-05]
[10387, 6.254860053709335e-05]
[3596, 6.254917692418244e-05]
[3600, 6.254917692418244e-05]
[8285, 6.255074362386445e-05]
[8286, 6.255074362386445e-05]
[8288, 6.255074362386445e-05]
[7906, 6.25534016457295e-05]
[10046, 6.255743446838127e-05]
[10048, 6.255743446838127e-05]
[10049, 6.255743446838127e-05]
[8646, 6.255861942646241e-05]
[7546, 6.256246916043099e-05]
[10859, 6.25626211888237e-05]
[10860, 6.25626211888237e-05]
[10861, 6.25626211888237e-05]
[10862, 6.25626211888237e-05]
[10863, 6.25626211888237e-05]
[10864, 6.25626211888237e-05]
[9053, 6.256301489864901e-05]
[10434, 6.25662107360474e-05]
[8268, 6.256837750349567e-05]
[8935, 6.256867098151367e-05]
[9278, 6.256938942545644e-05]
[9102, 6.25699410488027e-05]
[7824, 6.256997041159692e-05]
[7825, 6.256997041159692e-05]
[7827, 6.256997041159692e-05]
[9651, 6.257072398456168e-05]
[9652, 6.257072398456168e-05]
[9616, 6.257140672814992e-05]
[9617, 6.257140672814992e-05]
[9511, 6.257262736092183e-05]
[8294, 6.257301207783337e-05]
[7474, 6.257301663126147e-05]
[6023, 6.257503994863526e-05]
[10410, 6.257552833418625e-05]
[10538, 6.257552833418625e-05]
[10547, 6.257552833418625e-05]
[10549, 6.257552833418625e-05]
[10587, 6.257650220282158e-05]
[9121, 6.257758268185229e-05]
[9122, 6.257758268185229e-05]
[9123, 6.257758268185229e-05]
[9125, 6.257758268185229e-05]
[8224, 6.257890703042509e-05]
[7013, 6.258029021666647e-05]
[8391, 6.258617861725507e-05]
[8392, 6.258617861725507e-05]
[9928, 6.258634690640014e-05]
[9934, 6.258634690640014e-05]
[9936, 6.258634690640014e-05]
[9937, 6.258634690640014e-05]
[9938, 6.258634690640014e-05]
[10068, 6.258783090592305e-05]
[10069, 6.258783090592305e-05]
[8752, 6.258903634199188e-05]
[5654, 6.25935547490827e-05]
[5655, 6.25935547490827e-05]
[5656, 6.25935547490827e-05]
[10611, 6.25945766347444e-05]
[9741, 6.25946729888265e-05]
[9742, 6.25946729888265e-05]
[9602, 6.259614297331512e-05]
[9603, 6.259614297331512e-05]
[9103, 6.25978598262046e-05]
[9104, 6.25978598262046e-05]
[9105, 6.25978598262046e-05]
[10256, 6.259902617602608e-05]
[10393, 6.259902617602608e-05]
[8388, 6.259921174531051e-05]
[8389, 6.259921174531051e-05]
[3720, 6.259939481430416e-05]
[3721, 6.259939481430416e-05]
[4891, 6.260263969868455e-05]
[4892, 6.260263969868455e-05]
[4893, 6.260263969868455e-05]
[4894, 6.260263969868455e-05]
[4895, 6.260263969868455e-05]
[4896, 6.260263969868455e-05]
[4897, 6.260263969868455e-05]
[4898, 6.260263969868455e-05]
[4899, 6.260263969868455e-05]
[8610, 6.260279741022155e-05]
[7580, 6.26059484210376e-05]
[10661, 6.260601589768103e-05]
[10662, 6.260601589768103e-05]
[8541, 6.260613864624684e-05]
[8542, 6.260613864624684e-05]
[8544, 6.260613864624684e-05]
[8602, 6.26087287749451e-05]
[8987, 6.261066972227014e-05]
[6800, 6.261270439302213e-05]
[6801, 6.261270439302213e-05]
[4533, 6.261542408379122e-05]
[4535, 6.261542408379122e-05]
[3238, 6.26179919149567e-05]
[3241, 6.26179919149567e-05]
[7850, 6.261815936047602e-05]
[10451, 6.261877388304539e-05]
[10423, 6.262067746703021e-05]
[10424, 6.262067746703021e-05]
[10426, 6.262067746703021e-05]
[10427, 6.262067746703021e-05]
[6863, 6.262081305406482e-05]
[9008, 6.26234416077498e-05]
[9009, 6.26234416077498e-05]
[514, 6.263016922912154e-05]
[519, 6.263016922912154e-05]
[8174, 6.2630892590201e-05]
[8175, 6.2630892590201e-05]
[5788, 6.263139196250361e-05]
[5596, 6.263254966412852e-05]
[5597, 6.263254966412852e-05]
[6012, 6.263463022448146e-05]
[6013, 6.263463022448146e-05]
[7920, 6.263463360020301e-05]
[6582, 6.263510768365142e-05]
[6585, 6.263510768365142e-05]
[9513, 6.26354362136044e-05]
[8252, 6.263626757767287e-05]
[8254, 6.263626757767287e-05]
[5954, 6.263808116054608e-05]
[5955, 6.263808116054608e-05]
[5957, 6.263808116054608e-05]
[5959, 6.263808116054608e-05]
[5730, 6.263929905337242e-05]
[5731, 6.263929905337242e-05]
[7909, 6.263955854903232e-05]
[7911, 6.263955854903232e-05]
[8814, 6.263957506182662e-05]
[7145, 6.264061849538706e-05]
[7912, 6.264310056915677e-05]
[7914, 6.264310056915677e-05]
[6559, 6.265066792982957e-05]
[6561, 6.265066792982957e-05]
[2596, 6.26515618162471e-05]
[2598, 6.26515618162471e-05]
[4514, 6.265204493381766e-05]
[10129, 6.265359593272038e-05]
[10130, 6.265359593272038e-05]
[747, 6.265557425801294e-05]
[748, 6.265557425801294e-05]
[751, 6.265557425801294e-05]
[8436, 6.266480142212644e-05]
[7556, 6.266550375092057e-05]
[7557, 6.266550375092057e-05]
[5204, 6.266669349043371e-05]
[7704, 6.266722198560777e-05]
[7969, 6.266780135640441e-05]
[6934, 6.2669525110745e-05]
[8769, 6.268340657190639e-05]
[8770, 6.268340657190639e-05]
[8771, 6.268340657190639e-05]
[9012, 6.26921480195431e-05]
[5895, 6.26927168183333e-05]
[5896, 6.26927168183333e-05]
[6982, 6.269326139966254e-05]
[7093, 6.26941651170438e-05]
[7094, 6.26941651170438e-05]
[10116, 6.269680454676799e-05]
[10117, 6.269680454676799e-05]
[6003, 6.270002514181949e-05]
[6004, 6.270002514181949e-05]
[9234, 6.270251248302554e-05]
[7962, 6.270738768698192e-05]
[8069, 6.271689147101763e-05]
[8071, 6.271689147101763e-05]
[8072, 6.271689147101763e-05]
[8073, 6.271689147101763e-05]
[2158, 6.271716862530957e-05]
[9586, 6.272090012229527e-05]
[10400, 6.272295141541596e-05]
[10401, 6.272295141541596e-05]
[8260, 6.272399925569035e-05]
[8838, 6.272547330159081e-05]
[9622, 6.27255955950544e-05]
[9623, 6.27255955950544e-05]
[9624, 6.27255955950544e-05]
[9625, 6.27255955950544e-05]
[9626, 6.27255955950544e-05]
[5858, 6.272583804335173e-05]
[5859, 6.272583804335173e-05]
[5862, 6.272583804335173e-05]
[8197, 6.272754849578988e-05]
[8199, 6.272754849578988e-05]
[8052, 6.272759861042723e-05]
[2702, 6.27320310518288e-05]
[2703, 6.27320310518288e-05]
[8653, 6.273590369844981e-05]
[8654, 6.273590369844981e-05]
[5782, 6.273645049058153e-05]
[5783, 6.273645049058153e-05]
[7732, 6.274491641263639e-05]
[9829, 6.274620822493428e-05]
[9830, 6.274620822493428e-05]
[5934, 6.274700864122389e-05]
